Id	Character	Name	Ability Name	Ability Element	Ability Pot. %	Ability Range	Ability Text	Ability Type	Command ATB	Command Sigil	Effect0	Effect0_Condition	Effect0_Custom	Effect0_Duration	Effect0_EffectCount	Effect0_Extend	Effect0_Pot	Effect0_PotMax	Effect0_Range	Effect0_Type	Effect1	Effect1_Condition	Effect1_Custom	Effect1_Duration	Effect1_EffectCount	Effect1_Extend	Effect1_Pot	Effect1_PotMax	Effect1_Range	Effect1_Type	Effect2	Effect2_Condition	Effect2_Custom	Effect2_Duration	Effect2_EffectCount	Effect2_Extend	Effect2_Pot	Effect2_PotMax	Effect2_Range	Effect2_Type	Effect3	Effect3_Condition	Effect3_Custom	Effect3_Duration	Effect3_Extend	Effect3_Pot	Effect3_PotMax	Effect3_Range	Effect3_Type	Effect4	Effect4_Custom	Effect4_Duration	Effect4_Extend	Effect4_Pot	Effect4_Range	Effect4_Type	Effect5	Effect5_Custom	Effect5_Extend	Effect5_Pot	Effect5_PotMax	Effect5_Range	Effect5_Type	GachaType	Initial Charge Time	MateriaSupport0	MateriaSupport1	MateriaSupport2	Recharge Time	Use Count
4040	Aerith	Team Leader's Bamboo Sword	Water Orb Blast	Water	530.0	All Enemies	Deal 530.0% Mag. Water damage [Rng: All Enemies] \nWhen debuff is on target, x1.4 damage \nWhen HP is greater than 50.0%, Water Damage Up [Pot: High] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] \n{Spade Customization} On first use, Applies Haste [Rng: All Allies] [Dur: 15s] [Ext: 5s] 	Mag.	4		Multiply Damage	When debuff is on target					140.0%		All Enemies	AdditionalEffect	Water Damage Up	When HP is greater than 50.0%		25		8	High	High	All Allies	BuffDebuff	Haste	On first use	Spade	15		5	0.0%		All Allies	StatusChangeEffect																								Crossover		MATK Boost I	HEAL Boost I	◯ Circle Sigil Boost I (+2)		No limit
4041	Aerith	Magatsuchi Rod	Defaithra Surge	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nMATK Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		MATK Down			28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
4042	Aerith	Lightning's Rod	Enhancing Rose	Heal	8.0	All Allies	Mag. heal is cast [8.0% of Healing Pot.] [Rng: All Allies] \nApplies Mag. Damage Bonus [Pot: 30.0%] [Rng: All Allies] [Dur: 60s] [Ext: 20s] \nWhen HP is greater than 70.0%, PDEF Up [Pot: High] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] \nOn first use, Increases Command Gauge [Pot: 75.0%] \n{Spade Customization} Increases Limit Gauge 20.0% [Rng: Self] 	Mag.	4		Mag. Damage Bonus			60		20	30.0%		All Allies	StatusChangeEffect	PDEF Up	When HP is greater than 70.0%		25		8	High	High	All Allies	BuffDebuff	Increases Command Gauge	On first use					75.0%		Self	TacticsGaugeChangeEffect	Increases Limit Gauge		Spade			20.0%		Self	SpecialGaugeChangeEffect															Crossover		MATK Boost I	HEAL Boost I	All (Cure Spells) I		No limit
4043	Aerith	Staff of the Possessed	Ripping Twister	Non-Elemental	920.0	All Enemies	Deal 920.0% Phys. Non-Elemental damage [Rng: All Enemies] \nApplies Water Weapon Boost [Pot: 35.0%] [Rng: All Allies] [Dur: 60s] [Ext: 20s] \nWhen HP is greater than 70.0%, Water Resistance Down [Pot: High] [Rng: All Enemies] [Dur: 30s] [Ext: 10s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		Water Weapon Boost			60		20	35.0%		All Allies	StatusChangeEffect	Water Resistance Down	When HP is greater than 70.0%		30		10	High	High	All Enemies	BuffDebuff	Crit Rate						10.0%		All Enemies	AdditionalEffect																								Crossover		PATK Boost I	HEAL Boost I	All (Cure Spells) I		No limit
4044	Aerith	Abraxas	Viridian Torrent	Non-Elemental	1000.0	All Enemies	Deal 1000.0% Phys./Mag. Non-Elemental damage [Rng: All Enemies] \nApplied Stats Debuff Tier Increased [Pot: Mid] [Rng: All Enemies] [Dur: +30s] [Max Tier: Extra High] \nApplies Haste [Rng: All Allies] [Dur: 20s] [Ext: 20s] 	Phys./Mag.	0		Applied Stats Debuff Tier Increased					30	Mid	Extra High	All Enemies	BuffDebuffEnhance	Haste			20		20	0.0%		All Allies	StatusChangeEffect																																		Ultimate	0				60	2
4045	Aerith	Rousing Wizer Staff	Wizer Energy	Heal	8.0	All Allies	Mag. heal is cast [8.0% of Healing Pot.] [Rng: All Allies] \nPATK Up [Pot: Mid] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] \nWhen HP is greater than 70.0%, MDEF Up [Pot: High] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] 	Mag.	4		PATK Up			20		6	Mid	High	All Allies	BuffDebuff	MDEF Up	When HP is greater than 70.0%		20		6	High	High	All Allies	BuffDebuff																																		Guild		MATK Boost I	HEAL Boost I	All (Cure Spells) I		No limit
4046	Aerith	Festive Rod	Planet's Prayer	Heal	60.0	All Allies	Mag. heal is cast [60.0% of Healing Pot.] [Rng: All Allies] \nApplies Phys. Damage Bonus [Pot: 30.0%] [Rng: All Allies] [Dur: 30s] [Ext: 10s] \nApplies Mag. Damage Bonus [Pot: 30.0%] [Rng: All Allies] [Dur: 30s] [Ext: 10s] \n{Spade Customization} On first use, Gains 3 extra uses of own Gear C. Ability	Mag.	5		Phys. Damage Bonus			30		10	30.0%		All Allies	StatusChangeEffect	Mag. Damage Bonus			30		10	30.0%		All Allies	StatusChangeEffect	Gain Extra Use of Gear C. Ability	On first use	Spade				3		Self	CostumeCountChangeEffect																								Limited		MATK Boost I	HEAL Boost I	All (Esuna) I		No limit
5001	Red XIII	Sleek Collar	Manaward A	Heal	7.0	All Allies	Mag. heal is cast [7.0% of Healing Pot.] [Rng: All Allies] \nMDEF Up [Pot: High] [Rng: All Allies] [Dur: 14s] [Ext: 4s] [Max pot: High] 	Mag.	4		MDEF Up			14		4	High	High	All Allies	BuffDebuff																																												Featured		ATK Boost I	MATK Boost I	Buff/Debuff Extension I		No limit
5004	Red XIII	Silver Collar	Rolling Claw	Non-Elemental	320.0	Single Enemy	Deal 320.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nWind Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: High] \nWhen HP is greater than 50.0%, Water Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	3	◊ Diamond	Wind Resistance Down			24		8	High	High	Single Enemy	BuffDebuff	Water Resistance Down	When HP is greater than 50.0%		24		8	High	High	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																								Featured		ATK Boost I	ATK Boost (Wind) I	All (Cure Spells) I		No limit
5005	Red XIII	Gold Collar	Eternal Storm	Non-Elemental	350.0	All Enemies	Deal 350.0% Mag. Non-Elemental damage [Rng: All Enemies] \n[Crit rate:10.0%] \nMDEF Down [Pot: Mid] [Rng: All Enemies] [Dur: 25s] [Ext: 8s] [Max pot: Mid] 	Mag.	4		Crit Rate						10.0%		All Enemies	AdditionalEffect	MDEF Down			25		8	Mid	Mid	All Enemies	BuffDebuff																																		Featured		ATK Boost I	ATK Boost I	MATK Boost I		No limit
5009	Red XIII	Platinum Collar	Therapeutic Touch	Heal	11.0	All Allies	Mag. heal is cast [11.0% of Healing Pot.] [Rng: All Allies] \nApplies Regen [Rng: All Allies] [Dur: 18s] [Ext: 6s] 	Mag.	5		Regen			18		6	30.0%		All Allies	StatusChangeEffect																																												Featured		ATK Boost I	MATK Boost I	Buff/Debuff Extension I		No limit
5016	Red XIII	Noble Collar	Waterga A	Water	520.0	All Enemies	Deal 520.0% Mag. Water damage [Rng: All Enemies] 	Mag.	4																																																							Featured		ATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
5017	Red XIII	Ivy Collar	Growing Ivy	Non-Elemental	420.0	Single Enemy	Deal 420.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nFire Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: High] \nIce Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	3		Fire Resistance Down			24		8	High	High	Single Enemy	BuffDebuff	Ice Resistance Down			24		8	High	High	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																								Featured		ATK Boost I	ATK Boost (Ice) I	ATK Boost (Fire) I		No limit
5018	Red XIII	Rage Collar	Blaze Rush	Fire	750.0	Single Enemy	Deal 750.0% Phys. Fire damage [Rng: Single Enemy] 	Phys.	4																																																							Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
5019	Red XIII	Leather Collar	Sonic Fangs	Non-Elemental	940.0	Single Enemy	Deal 940.0% Phys. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Phys.	4		Crit Rate						10.0%		Single Enemy	AdditionalEffect																																												Featured		PATK Boost I	PATK Boost I	HEAL Boost I		No limit
5020	Red XIII	Rubber Collar	Mystic Flow	Heal	115.0	Single Ally	Mag. heal is cast [115.0% of Healing Pot.] [Rng: Single Ally] 	Mag.	5																																																							Featured		ATK Boost I	ATK Boost I	MATK Boost I		No limit
5021	Red XIII	Junk Collar	Frenzied Fang	Non-Elemental	510.0	Single Enemy	Deal 510.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nMATK Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		MATK Down			25		8	High	High	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
5023	Red XIII	Canyon Collar	Canyon Gale	Wind	500.0	All Enemies	Deal 500.0% Mag. Wind damage [Rng: All Enemies] \nWhen HP is greater than 50.0%, MDEF Down [Pot: Mid] [Rng: All Enemies] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Mag.	4		MDEF Down	When HP is greater than 50.0%		30		10	Mid	High	All Enemies	BuffDebuff																																												Featured		MATK Boost I	MATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
5024	Red XIII	Pilot's Collar	Healing Howl	Heal	60.0	All Allies	Mag. heal is cast [60.0% of Healing Pot.] [Rng: All Allies] \nMDEF Up [Pot: Mid] [Rng: All Allies] [Dur: 14s] [Ext: 4s] [Max pot: High] 	Mag.	5		MDEF Up			14		4	Mid	High	All Allies	BuffDebuff																																												Featured		MATK Boost I	MATK Boost I	HEAL Boost I		No limit
5026	Red XIII	Iron Collar	Spiral Swing	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PDEF Down			28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Event		ATK Boost I	ATK Boost I	PATK Boost I		No limit
5027	Red XIII	Headphones	Wild Howling	Non-Elemental	540.0	All Enemies	Deal 540.0% Mag. Non-Elemental damage [Rng: All Enemies] \nRemoves MDEF Up [Rng: All Enemies] \n[Crit rate:10.0%] 	Mag.	4		Removes MDEF Up								All Enemies	CancelEffect	Crit Rate						10.0%		All Enemies	AdditionalEffect																																		Guild		MATK Boost I	MATK Boost I	All (Cure Spells) I		No limit
5028	Red XIII	Seaside Collar	Power Fang	Non-Elemental	510.0	Single Enemy	Deal 510.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nLightning Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 21s] [Ext: 7s] [Max pot: High] \n[Crit rate:10.0%] \nApplies Regen [Rng: Self] [Dur: 4s] [Ext: 3s] 	Phys.	4		Lightning Resistance Down			21		7	High	High	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect	Regen			4		3	30.0%		Self	StatusChangeEffect																								Featured		ATK Boost I	ATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
5031	Red XIII	Hell House Collar	Manara Breach Surge	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nMDEF Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		MDEF Down			28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
5032	Red XIII	Flame Dragon's Band	Defira Surge	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nFire Resistance Down [Pot: Mid] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		Fire Resistance Down			28		9	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Grindable		ATK Boost I	ATK Boost I	MATK Boost I		No limit
5033	Red XIII	Egg Collar	Fira Surge A	Fire	290.0	All Enemies	Deal 290.0% Mag. Fire damage [Rng: All Enemies] 	Mag.	4																																																							Event		MATK Boost I	MATK Boost I	MATK Boost I		No limit
5034	Red XIII	Amethyst Collar	Blizzara Surge A	Ice	290.0	All Enemies	Deal 290.0% Mag. Ice damage [Rng: All Enemies] 	Mag.	4																																																							Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
5035	Red XIII	Steward Collar	Debravera Surge	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPATK Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PATK Down			28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
5036	Red XIII	Ultimate Leather Collar	Ult. Therapeutic Touch	Heal	27.0	All Allies	Mag. heal is cast [27.0% of Healing Pot.] [Rng: All Allies] \nApplies Regen [Rng: All Allies] [Dur: 12s] [Ext: 12s] 	Mag.	0		Regen			12		12	30.0%		All Allies	StatusChangeEffect																																												Ultimate	40				40	1
5037	Red XIII	Kefka's Collar	Thundara Surge A	Lightning	290.0	All Enemies	Deal 290.0% Mag. Lightning damage [Rng: All Enemies] 	Mag.	4																																																							Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
5038	Red XIII	Brilliant Collar	Brilliant Sault	Heal	8.0	All Allies	Mag. heal is cast [8.0% of Healing Pot.] [Rng: All Allies] \nMATK Up [Pot: Mid] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] \nWhen HP is greater than 70.0%, Wind Damage Up [Pot: Mid] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] \n{Spade Customization} Increases Limit Gauge 20.0% [Rng: Self] 	Mag.	4		MATK Up			25		8	Mid	High	All Allies	BuffDebuff	Wind Damage Up	When HP is greater than 70.0%		25		8	Mid	High	All Allies	BuffDebuff	Increases Limit Gauge		Spade				20.0%		Self	SpecialGaugeChangeEffect																								Featured		MATK Boost I	MATK Boost I	All (Cure Spells) I		No limit
5040	Red XIII	Pirate Collar	Energy Wave	Heal	60.0	All Allies	Mag. heal is cast [60.0% of Healing Pot.] [Rng: All Allies] \nMATK Up [Pot: Mid] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] \nWhen HP is greater than 70.0%, Lightning Damage Up [Pot: Mid] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] \nWhen HP is less than 90.0%, +1 ATB Gauge [Rng: Other Allies] 	Mag.	5		MATK Up			25		8	Mid	High	All Allies	BuffDebuff	Lightning Damage Up	When HP is greater than 70.0%		25		8	Mid	High	All Allies	BuffDebuff	ATB+	When HP is less than 90.0%					1		Other Allies	AtbChangeEffect																								Limited		MATK Boost I	HEAL Boost I	All (Esuna) I		No limit
5041	Red XIII	Limited Moon	Entelechial Echo	Heal	111.0	All Allies	Mag. heal is cast [111.0% of Healing Pot.] [Rng: All Allies] \nApplies Exploit Weakness [Pot: 40.0%] [Rng: All Allies] [Dur: 60s] [Ext: 60s] 	Mag.	0		Exploit Weakness			60		60	40.0%		All Allies	StatusChangeEffect																																												Ultimate	20				60	2
5042	Red XIII	Great Sabrecat Collar	Wild Lightning	Lightning	440.0	All Enemies	Deal 440.0% Mag. Lightning damage [Rng: All Enemies] \nPDEF Down [Pot: Mid] [Rng: All Enemies] [Dur: 24s] [Ext: 8s] [Max pot: Mid] \nMDEF Down [Pot: Mid] [Rng: All Enemies] [Dur: 24s] [Ext: 8s] [Max pot: Mid] 	Mag.	3		PDEF Down			24		8	Mid	Mid	All Enemies	BuffDebuff	MDEF Down			24		8	Mid	Mid	All Enemies	BuffDebuff																																		Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
5043	Red XIII	Tsviet Collar	Deaerora Surge A	Non-Elemental	240.0	All Enemies	Deal 240.0% Mag. Non-Elemental damage [Rng: All Enemies] \nWind Resistance Down [Pot: Low] [Rng: All Enemies] [Dur: 35s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		Wind Resistance Down			35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate						10.0%		All Enemies	AdditionalEffect																																		Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
5044	Red XIII	Patissier's Collar	Whisking Claw	Non-Elemental	920.0	All Enemies	Deal 920.0% Phys. Non-Elemental damage [Rng: All Enemies] \nApplies Status Ailment: Enfeeble [Rng: All Enemies] [Dur: 40s] [Ext: 13s]\nWhen HP is greater than 70.0%, Applies Mag. Weapon Boost [Pot: 35.0%] [Rng: All Allies] [Dur: 40s] [Ext: 13s] \n[Crit rate:10.0%] 	Phys.	4		Status Ailment: Enfeeble			40		13			All Enemies	StatusConditionEffect	Mag. Weapon Boost	When HP is greater than 70.0%		40		13	35.0%		All Allies	StatusChangeEffect	Crit Rate						10.0%		All Enemies	AdditionalEffect																								Featured		PATK Boost I	HEAL Boost I	✕ Cross Sigil Boost I (+2)		No limit
5045	Red XIII	Brisingamen	Evoking Howl	Non-Elemental	1000.0	All Enemies	Deal 1000.0% Phys./Mag. Non-Elemental damage [Rng: All Enemies] \nApplies Status Ailment: Torpor [Rng: All Enemies] [Pot: 80.0%] [Dur: 8s] [Ext: 0s]\nGains 1 extra uses of own Gear C. Ability\n+3 ATB Gauge [Rng: All Allies] 	Phys./Mag.	0		Status Ailment: Torpor			8		0	80.0%		All Enemies	StatusConditionEffect	Gain Extra Use of Gear C. Ability						1		All Allies	CostumeCountChangeEffect	ATB+						3		All Allies	AtbChangeEffect																								Ultimate	0				60	2
6001	Yuffie	4-Point Shuriken	Shuriken Throw	Non-Elemental	350.0	All Enemies	Deal 350.0% Phys. Non-Elemental damage [Rng: All Enemies] \nPATK Down [Pot: Mid] [Rng: All Enemies] [Dur: 25s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Phys.	4		PATK Down			25		8	Mid	Mid	All Enemies	BuffDebuff	Crit Rate						10.0%		All Enemies	AdditionalEffect																																		Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
6002	Yuffie	Boomerang	Flurry of Steel	Non-Elemental	510.0	Single Enemy	Deal 510.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nFire Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		Fire Resistance Down			25		8	High	High	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
6003	Yuffie	Pinwheel	Sweeping Spin	Non-Elemental	510.0	Single Enemy	Deal 510.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nIce Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		Ice Resistance Down			25		8	High	High	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
6004	Yuffie	Razor Ring	Quaga A	Earth	520.0	All Enemies	Deal 520.0% Mag. Earth damage [Rng: All Enemies] 	Mag.	4																																																							Featured		ATK Boost I	MATK Boost I	MATK Boost I		No limit
6005	Yuffie	Hawkeye	Earth Ninjutsu	Earth	850.0	Single Enemy	Deal 850.0% Phys. Earth damage [Rng: Single Enemy] \nWhen HP is greater than 70.0%, x1.2 damage \n{Spade Customization} When HP is greater than 70.0%, PDEF Down [Pot: High] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Phys.	4		Multiply Damage	When HP is greater than 70.0%					120.0%		Single Enemy	AdditionalEffect	PDEF Down	When HP is greater than 70.0%	Spade	30		10	High	High	Single Enemy	BuffDebuff																																		Featured		ATK Boost I	PATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
6006	Yuffie	Crystal Cross	Stalwart Faith	Heal	14.0	Single Ally	Mag. heal is cast [14.0% of Healing Pot.] [Rng: Single Ally] \nMATK Up [Pot: High] [Rng: Single Ally] [Dur: 38s] [Ext: 12s] [Max pot: High] \nApplies Regen [Rng: Single Ally] [Dur: 15s] [Ext: 3s] 	Mag.	4		MATK Up			38		12	High	High	Single Ally	BuffDebuff	Regen			15		3	30.0%		Single Ally	StatusChangeEffect																																		Featured		ATK Boost I	MATK Boost I	MATK Boost I		No limit
6007	Yuffie	Wind Slash	Nimble Wind Slash	Non-Elemental	510.0	Single Enemy	Deal 510.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nLightning Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		Lightning Resistance Down			25		8	High	High	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Featured		PATK Boost I	PATK Boost I	ATK Boost (Lightning) I		No limit
6008	Yuffie	Twin Viper	Venomstrike	Non-Elemental	510.0	Single Enemy	Deal 510.0% Phys. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] \nApplies Status Ailment: Poison [Rng: Single Enemy] [Dur: 30s] [Ext: 7s]	Phys.	4		Crit Rate						10.0%		Single Enemy	AdditionalEffect	Status Ailment: Poison			30		7			Single Enemy	StatusConditionEffect																																		Featured		ATK Boost I	PATK Boost I	MATK Boost I		No limit
6009	Yuffie	Spiral Shuriken	Ice Ninjutsu	Ice	800.0	Single Enemy	Deal 800.0% Phys. Ice damage [Rng: Single Enemy] 	Phys.	4																																																							Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
6010	Yuffie	Magic Shuriken	Wind Ninjutsu	Wind	520.0	All Enemies	Deal 520.0% Phys. Wind damage [Rng: All Enemies] 	Phys.	4																																																							Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
6014	Yuffie	Diner Tray	Twister	Wind	850.0	Single Enemy	Deal 850.0% Phys. Wind damage [Rng: Single Enemy] 	Phys.	4																																																							Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
6015	Yuffie	Arctic Star	Feisty Spirit	Heal	14.0	Single Ally	Mag. heal is cast [14.0% of Healing Pot.] [Rng: Single Ally] \nPATK Up [Pot: High] [Rng: Single Ally] [Dur: 30s] [Ext: 10s] [Max pot: High] \nPATK Up [Pot: Mid] [Rng: Self] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Mag.	4		PATK Up			30		10	High	High	Single Ally	BuffDebuff	PATK Up			30		10	Mid	High	Self	BuffDebuff																																		Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
6016	Yuffie	Bamboo Ring	Baddies Begone	Non-Elemental	500.0	Single Enemy	Deal 500.0% Phys. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Phys.	4		Crit Rate						10.0%		Single Enemy	AdditionalEffect																																												Guild		ATK Boost I	MATK Boost I	MATK Boost I		No limit
6019	Yuffie	Little Red Wreath	Icebound	Ice	940.0	Single Enemy	Deal 940.0% Mag. Ice damage [Rng: Single Enemy] \nWhen debuff is on target, x1.2 damage 	Mag.	4		Multiply Damage	When debuff is on target					120.0%		Single Enemy	AdditionalEffect																																												Featured		MATK Boost I	MATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
6022	Yuffie	Chariot Wheel	Watera Surge A	Water	290.0	All Enemies	Deal 290.0% Mag. Water damage [Rng: All Enemies] 	Mag.	4																																																							Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
6024	Yuffie	Leviathan Cutter	Watera Surge	Water	450.0	Single Enemy	Deal 450.0% Mag. Water damage [Rng: Single Enemy] 	Mag.	4																																																							Grindable		ATK Boost I	MATK Boost I	MATK Boost I		No limit
6026	Yuffie	Striped Moogle Float	Explosion	Fire	700.0	All Enemies	Deal 700.0% Phys. Fire damage [Rng: All Enemies] \nWhen HP is greater than 50.0%, Fire Damage Up [Pot: Low] [Rng: Self] [Dur: 35s] [Ext: 7s] [Max pot: High] 	Phys.	4		Fire Damage Up	When HP is greater than 50.0%		35		7	Low	High	Self	BuffDebuff																																												Featured		PATK Boost I	PATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
6027	Yuffie	Cactuar Fan	Blizzara Surge A	Ice	290.0	All Enemies	Deal 290.0% Mag. Ice damage [Rng: All Enemies] 	Mag.	4																																																							Event		MATK Boost I	MATK Boost I	MATK Boost I		No limit
6028	Yuffie	Bahamut Cutter	Razor Wings	Non-Elemental	1080.0	Single Enemy	Deal 1080.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nMDEF Up [Pot: Mid] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] \nWhen debuff is on target, x1.3 damage 	Phys.	4		MDEF Up			25		8	Mid	High	All Allies	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect	Multiply Damage	When debuff is on target					130.0%		Single Enemy	AdditionalEffect																								Limited		PATK Boost I	PATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
6029	Yuffie	Ultimate 4-Point Shuriken	Euphoric Dance	Non-Elemental	1000.0	Single Enemy	Deal 1000.0% Phys./Mag. Non-Elemental damage [Rng: Single Enemy] \nPATK Up [Pot: High] [Rng: Self] [Dur: 30s] [Ext: 30s] [Max pot: High] \nMATK Up [Pot: High] [Rng: Self] [Dur: 30s] [Ext: 30s] [Max pot: High] 	Phys./Mag.	0		PATK Up			30		30	High	High	Self	BuffDebuff	MATK Up			30		30	High	High	Self	BuffDebuff																																		Ultimate	30				30	1
